#Example Log
ID,Event_Type,Arrival_Time,Start_Time,End_Time,Metadata
58,Admission,2018-01-01 17:17:00,2018-01-01 17:17:00,2018-01-01 17:17:00,EM
48,Nursing_A,2018-01-01 17:12:00,2018-01-01 17:12:00,2018-01-01 20:29:00,A2
53,Nursing_A,2018-01-01 17:14:00,2018-01-01 17:14:00,2018-01-01 20:43:00,A1
27,Releasing,2018-01-01 17:17:00,2018-01-01 17:17:00,2018-01-01 17:17:00,A1
58,ER_Treatment,2018-01-01 17:17:00,2018-01-01 17:17:00,2018-01-01 18:01:00,EM
59,Admission,2018-01-01 19:45:00,2018-01-01 19:45:00,2018-01-01 19:45:00,EM
47,Releasing,2018-01-01 17:25:00,2018-01-01 17:25:00,2018-01-01 17:25:00,EM
24,Releasing,2018-01-01 17:41:00,2018-01-01 17:41:00,2018-01-01 17:41:00,B1
19,Releasing,2018-01-01 17:44:00,2018-01-01 17:44:00,2018-01-01 17:44:00,A2
15,Releasing,2018-01-01 17:45:00,2018-01-01 17:45:00,2018-01-01 17:45:00,B1
29,Releasing,2018-01-01 18:01:00,2018-01-01 18:01:00,2018-01-01 18:01:00,A1
58,Releasing,2018-01-01 18:01:00,2018-01-01 18:01:00,2018-01-01 18:01:00,EM
59,ER_Treatment,2018-01-01 19:45:00,2018-01-01 19:45:00,2018-01-01 21:30:00,EM
60,Admission,2018-01-01 20:35:00,2018-01-01 20:35:00,2018-01-01 20:35:00,EM
50,Releasing,2018-01-01 20:12:00,2018-01-01 20:12:00,2018-01-01 20:12:00,A1
48,Releasing,2018-01-01 20:29:00,2018-01-01 20:29:00,2018-01-01 20:29:00,A2
61,Admission,2018-01-01 20:46:00,2018-01-01 20:46:00,2018-01-01 20:46:00,EM
60,ER_Treatment,2018-01-01 20:35:00,2018-01-01 20:35:00,2018-01-01 22:10:00,EM
53,Releasing,2018-01-01 20:43:00,2018-01-01 20:43:00,2018-01-01 20:43:00,A1
61,ER_Treatment,2018-01-01 20:46:00,2018-01-01 20:46:00,2018-01-01 22:24:00,EM
62,Admission,2018-01-01 20:49:00,2018-01-01 20:49:00,2018-01-01 20:49:00,EM
62,ER_Treatment,2018-01-01 20:49:00,2018-01-01 20:49:00,2018-01-01 23:30:00,EM
63,Admission,2018-01-01 20:55:00,2018-01-01 20:55:00,2018-01-01 20:55:00,EM
23,Releasing,2018-01-01 20:50:00,2018-01-01 20:50:00,2018-01-01 20:50:00,A2
63,ER_Treatment,2018-01-01 20:55:00,2018-01-01 20:55:00,2018-01-01 23:09:00,EM
64,Admission,2018-01-01 20:57:00,2018-01-01 20:57:00,2018-01-01 20:57:00,EM
64,ER_Treatment,2018-01-01 20:57:00,2018-01-01 20:57:00,2018-01-01 23:04:00,EM
65,Admission,2018-01-01 21:08:00,2018-01-01 21:08:00,2018-01-01 21:08:00,EM
65,ER_Treatment,2018-01-01 21:08:00,2018-01-01 21:08:00,2018-01-01 23:11:00,EM
66,Admission,2018-01-01 22:14:00,2018-01-01 22:14:00,2018-01-01 22:14:00,EM
54,Surgery,2018-01-01 17:25:00,2018-01-01 21:21:00,2018-01-01 23:22:00,A3
59,Releasing,2018-01-01 21:30:00,2018-01-01 21:30:00,2018-01-01 21:30:00,EM
17,Releasing,2018-01-01 21:41:00,2018-01-01 21:41:00,2018-01-01 21:41:00,B1
31,Releasing,2018-01-01 21:56:00,2018-01-01 21:56:00,2018-01-01 21:56:00,EM-A2
35,Releasing,2018-01-01 21:59:00,2018-01-01 21:59:00,2018-01-01 21:59:00,B1
60,Releasing,2018-01-01 22:10:00,2018-01-01 22:10:00,2018-01-01 22:10:00,EM
66,ER_Treatment,2018-01-01 22:14:00,2018-01-01 22:14:00,2018-01-02 00:11:00,EM
67,Admission,2018-01-02 00:55:00,2018-01-02 00:55:00,2018-01-02 00:55:00,EM
55,Surgery,2018-01-01 17:52:00,2018-01-01 23:23:00,2018-01-02 03:23:00,B4
57,Nursing_B,2018-01-01 17:53:00,2018-01-01 17:53:00,2018-01-02 09:24:00,B2
34,Nursing_B,2018-01-01 18:18:00,2018-01-01 18:18:00,2018-01-02 05:42:00,B3
51,Nursing_A,2018-01-01 21:20:00,2018-01-01 21:20:00,2018-01-02 14:48:00,A4
30,Releasing,2018-01-01 22:22:00,2018-01-01 22:22:00,2018-01-01 22:22:00,B1
61,Releasing,2018-01-01 22:24:00,2018-01-01 22:24:00,2018-01-01 22:24:00,EM
64,Releasing,2018-01-01 23:04:00,2018-01-01 23:04:00,2018-01-01 23:04:00,EM
63,Releasing,2018-01-01 23:09:00,2018-01-01 23:09:00,2018-01-01 23:09:00,EM
65,Releasing,2018-01-01 23:11:00,2018-01-01 23:11:00,2018-01-01 23:11:00,EM
43,Releasing,2018-01-01 23:16:00,2018-01-01 23:16:00,2018-01-01 23:16:00,B1
54,Nursing_A,2018-01-01 23:22:00,2018-01-01 23:22:00,2018-01-02 16:38:00,A3
62,Releasing,2018-01-01 23:30:00,2018-01-01 23:30:00,2018-01-01 23:30:00,EM
66,Releasing,2018-01-02 00:11:00,2018-01-02 00:11:00,2018-01-02 00:11:00,EM
33,Releasing,2018-01-02 00:25:00,2018-01-02 00:25:00,2018-01-02 00:25:00,A2
67,ER_Treatment,2018-01-02 00:55:00,2018-01-02 00:55:00,2018-01-02 02:30:00,EM
68,Admission,2018-01-02 02:02:00,2018-01-02 02:02:00,2018-01-02 02:02:00,EM
21,Releasing,2018-01-02 01:19:00,2018-01-02 01:19:00,2018-01-02 01:19:00,B4
18,Releasing,2018-01-02 01:56:00,2018-01-02 01:56:00,2018-01-02 01:56:00,B2
68,ER_Treatment,2018-01-02 02:02:00,2018-01-02 02:02:00,2018-01-02 04:37:00,EM
69,Admission,2018-01-02 02:28:00,2018-01-02 02:28:00,2018-01-02 02:28:00,EM
70,Admission,2018-01-02 02:27:00,2018-01-02 02:27:00,2018-01-02 02:27:00,EM
70,ER_Treatment,2018-01-02 02:27:00,2018-01-02 02:27:00,2018-01-02 04:53:00,EM
71,Admission,2018-01-02 02:42:00,2018-01-02 02:42:00,2018-01-02 02:42:00,EM
69,ER_Treatment,2018-01-02 02:28:00,2018-01-02 02:28:00,2018-01-02 03:24:00,EM
67,Releasing,2018-01-02 02:30:00,2018-01-02 02:30:00,2018-01-02 02:30:00,EM
71,ER_Treatment,2018-01-02 02:42:00,2018-01-02 02:42:00,2018-01-02 04:46:00,EM
72,Admission,2018-01-02 04:59:00,2018-01-02 04:59:00,2018-01-02 04:59:00,EM
10,Releasing,2018-01-02 03:23:00,2018-01-02 03:23:00,2018-01-02 03:23:00,B2
55,Nursing_B,2018-01-02 03:23:00,2018-01-02 03:23:00,2018-01-02 21:13:00,B4
69,Releasing,2018-01-02 03:24:00,2018-01-02 03:24:00,2018-01-02 03:24:00,EM
44,Releasing,2018-01-02 04:20:00,2018-01-02 04:20:00,2018-01-02 04:20:00,B2
68,Releasing,2018-01-02 04:37:00,2018-01-02 04:37:00,2018-01-02 04:37:00,EM
71,Releasing,2018-01-02 04:46:00,2018-01-02 04:46:00,2018-01-02 04:46:00,EM
70,Releasing,2018-01-02 04:53:00,2018-01-02 04:53:00,2018-01-02 04:53:00,EM
72,ER_Treatment,2018-01-02 04:59:00,2018-01-02 04:59:00,2018-01-02 07:31:00,EM
73,Admission,2018-01-02 06:58:00,2018-01-02 06:58:00,2018-01-02 06:58:00,EM
34,Releasing,2018-01-02 05:42:00,2018-01-02 05:42:00,2018-01-02 05:42:00,B3
36,Releasing,2018-01-02 06:06:00,2018-01-02 06:06:00,2018-01-02 06:06:00,B2
45,Releasing,2018-01-02 06:37:00,2018-01-02 06:37:00,2018-01-02 06:37:00,B2
73,ER_Treatment,2018-01-02 06:58:00,2018-01-02 06:58:00,2018-01-02 08:36:00,EM
74,Admission,2018-01-02 08:01:00,2018-01-02 08:01:00,2018-01-02 08:01:00,A3
72,Releasing,2018-01-02 07:31:00,2018-01-02 07:31:00,2018-01-02 07:31:00,EM
74,Intake,2018-01-02 08:01:00,2018-01-02 08:01:00,2018-01-02 09:01:00,A3
75,Admission,2018-01-02 08:02:00,2018-01-02 08:02:00,2018-01-02 08:02:00,B1
75,Intake,2018-01-02 08:02:00,2018-01-02 08:02:00,2018-01-02 09:03:00,B1
76,Admission,2018-01-02 08:31:00,2018-01-02 08:31:00,2018-01-02 08:31:00,B3
76,Intake,2018-01-02 08:31:00,2018-01-02 08:31:00,2018-01-02 09:19:00,B3
77,Admission,2018-01-02 08:37:00,2018-01-02 08:37:00,2018-01-02 08:37:00,B4
73,Releasing,2018-01-02 08:36:00,2018-01-02 08:36:00,2018-01-02 08:36:00,EM
77,Intake,2018-01-02 08:37:00,2018-01-02 08:37:00,2018-01-02 09:38:00,B4
78,Admission,2018-01-02 08:39:00,2018-01-02 08:39:00,2018-01-02 08:39:00,A1
13,Admission,2018-01-02 08:50:00,2018-01-02 08:50:00,2018-01-02 08:50:00,A1
79,Admission,2018-01-02 09:33:00,2018-01-02 09:33:00,2018-01-02 09:33:00,A2
57,Releasing,2018-01-02 09:24:00,2018-01-02 09:24:00,2018-01-02 09:24:00,B2
14,Admission,2018-01-02 08:52:00,2018-01-02 08:52:00,2018-01-02 08:52:00,B2
80,Admission,2018-01-02 09:36:00,2018-01-02 09:36:00,2018-01-02 09:36:00,B4
78,Releasing,2018-01-02 08:39:00,2018-01-02 08:39:00,2018-01-02 08:39:00,A1
81,Admission,2018-01-02 09:44:00,2018-01-02 09:44:00,2018-01-02 09:44:00,EM
82,Admission,2018-01-02 09:59:00,2018-01-02 09:59:00,2018-01-02 09:59:00,A3
13,Releasing,2018-01-02 08:50:00,2018-01-02 08:50:00,2018-01-02 08:50:00,A1
83,Admission,2018-01-02 10:05:00,2018-01-02 10:05:00,2018-01-02 10:05:00,A2
84,Admission,2018-01-02 10:22:00,2018-01-02 10:22:00,2018-01-02 10:22:00,EM
85,Admission,2018-01-02 10:29:00,2018-01-02 10:29:00,2018-01-02 10:29:00,B2
86,Admission,2018-01-02 10:10:00,2018-01-02 10:10:00,2018-01-02 10:10:00,B4
14,Releasing,2018-01-02 08:52:00,2018-01-02 08:52:00,2018-01-02 08:52:00,B2
74,Surgery,2018-01-02 09:01:00,2018-01-02 09:01:00,2018-01-02 10:38:00,A3
75,Nursing_B,2018-01-02 09:03:00,2018-01-02 09:03:00,2018-01-02 15:53:00,B1
76,Surgery,2018-01-02 09:19:00,2018-01-02 09:19:00,2018-01-02 14:42:00,B3
79,Intake,2018-01-02 09:33:00,2018-01-02 09:33:00,2018-01-02 10:42:00,A2
80,Intake,2018-01-02 09:36:00,2018-01-02 09:36:00,2018-01-02 10:40:00,B4
77,Surgery,2018-01-02 09:38:00,2018-01-02 09:38:00,2018-01-02 12:59:00,B4
81,ER_Treatment,2018-01-02 09:44:00,2018-01-02 09:44:00,2018-01-02 10:56:00,EM
82,Intake,2018-01-02 09:59:00,2018-01-02 09:59:00,2018-01-02 10:57:00,A3
83,Intake,2018-01-02 10:05:00,2018-01-02 10:05:00,2018-01-02 11:18:00,A2
20,Admission,2018-01-02 10:34:00,2018-01-02 10:34:00,2018-01-02 10:34:00,A1
87,Admission,2018-01-02 10:48:00,2018-01-02 10:48:00,2018-01-02 10:48:00,A1
86,Intake,2018-01-02 10:10:00,2018-01-02 10:41:00,2018-01-02 11:48:00,B4
84,ER_Treatment,2018-01-02 10:22:00,2018-01-02 10:22:00,2018-01-02 11:46:00,EM
85,Intake,2018-01-02 10:29:00,2018-01-02 10:43:00,2018-01-02 11:37:00,B2
